RenderSystem,7,7591
PhysicsSystem,8,370
GenerationSystem,8,577
MovementUpdateSystem,8,312
CollisionSystem,8,2958
LowerBoundarySystem,8,49
TransformUpdateSystem,8,709
ScoreUpdateSystem,8,44
ClockCountdownSystem,8,114
FuelSystem,8,127
PeriodicGunSystem,8,179
AnimationSystem,8,277
ParticleSystem,8,39
RenderSystem,8,9174
PhysicsSystem,9,395
GenerationSystem,9,474
MovementUpdateSystem,9,292
CollisionSystem,9,4791
LowerBoundarySystem,9,56
TransformUpdateSystem,9,1003
ScoreUpdateSystem,9,47
ClockCountdownSystem,9,109
FuelSystem,9,114
PeriodicGunSystem,9,122
AnimationSystem,9,319
ParticleSystem,9,41
RenderSystem,9,8402
PhysicsSystem,10,1449
GenerationSystem,10,418
MovementUpdateSystem,10,340
CollisionSystem,10,3072
LowerBoundarySystem,10,37
TransformUpdateSystem,10,682
ScoreUpdateSystem,10,41
ClockCountdownSystem,10,107
FuelSystem,10,112
PeriodicGunSystem,10,89
AnimationSystem,10,254
ParticleSystem,10,34
RenderSystem,10,10775
PhysicsSystem,11,367
GenerationSystem,11,375
MovementUpdateSystem,11,301
CollisionSystem,11,3942
LowerBoundarySystem,11,64
TransformUpdateSystem,11,1169
ScoreUpdateSystem,11,37
ClockCountdownSystem,11,94
FuelSystem,11,97
PeriodicGunSystem,11,79
AnimationSystem,11,228
ParticleSystem,11,25
RenderSystem,11,7358
PhysicsSystem,12,1233
GenerationSystem,12,514
MovementUpdateSystem,12,378
CollisionSystem,12,3198
LowerBoundarySystem,12,32
TransformUpdateSystem,12,955
ScoreUpdateSystem,12,37
ClockCountdownSystem,12,101
FuelSystem,12,176
PeriodicGunSystem,12,157
AnimationSystem,12,418
ParticleSystem,12,35
RenderSystem,12,10519
PhysicsSystem,13,379
GenerationSystem,13,2363
MovementUpdateSystem,13,292
CollisionSystem,13,3199
LowerBoundarySystem,13,49
TransformUpdateSystem,13,705
ScoreUpdateSystem,13,46
ClockCountdownSystem,13,119
FuelSystem,13,126
PeriodicGunSystem,13,105
AnimationSystem,13,288
ParticleSystem,13,39
RenderSystem,13,15983
PhysicsSystem,14,369
GenerationSystem,14,531
MovementUpdateSystem,14,255
CollisionSystem,14,2943
LowerBoundarySystem,14,55
TransformUpdateSystem,14,1345
ScoreUpdateSystem,14,47
ClockCountdownSystem,14,114
FuelSystem,14,110
PeriodicGunSystem,14,97
AnimationSystem,14,414
ParticleSystem,14,47
RenderSystem,14,10269
PhysicsSystem,15,389
GenerationSystem,15,397
MovementUpdateSystem,15,333
CollisionSystem,15,6295
LowerBoundarySystem,15,56
TransformUpdateSystem,15,1653
ScoreUpdateSystem,15,176
ClockCountdownSystem,15,369
FuelSystem,15,1233
PeriodicGunSystem,15,113
AnimationSystem,15,256
ParticleSystem,15,31
RenderSystem,15,8246
PhysicsSystem,16,710
GenerationSystem,16,450
MovementUpdateSystem,16,320
CollisionSystem,16,3455
LowerBoundarySystem,16,44
TransformUpdateSystem,16,997
ScoreUpdateSystem,16,1647
ClockCountdownSystem,16,569
FuelSystem,16,227
PeriodicGunSystem,16,226
AnimationSystem,16,751
ParticleSystem,16,36
RenderSystem,16,26068
PhysicsSystem,17,526
GenerationSystem,17,558
MovementUpdateSystem,17,993
CollisionSystem,17,14002
LowerBoundarySystem,17,47
TransformUpdateSystem,17,690
ScoreUpdateSystem,17,36
ClockCountdownSystem,17,92
FuelSystem,17,98
PeriodicGunSystem,17,79
AnimationSystem,17,228
ParticleSystem,17,25
RenderSystem,17,11551
PhysicsSystem,18,465
GenerationSystem,18,431
MovementUpdateSystem,18,381
CollisionSystem,18,3283
LowerBoundarySystem,18,45
TransformUpdateSystem,18,807
ScoreUpdateSystem,18,48
ClockCountdownSystem,18,107
FuelSystem,18,127
PeriodicGunSystem,18,187
AnimationSystem,18,264
ParticleSystem,18,34
RenderSystem,18,18139
PhysicsSystem,19,359
GenerationSystem,19,369
MovementUpdateSystem,19,277
CollisionSystem,19,3658
LowerBoundarySystem,19,64
TransformUpdateSystem,19,2760
ScoreUpdateSystem,19,52
ClockCountdownSystem,19,2405
FuelSystem,19,443
PeriodicGunSystem,19,2711
AnimationSystem,19,542
ParticleSystem,19,30
RenderSystem,19,8136
PhysicsSystem,20,397
GenerationSystem,20,380
MovementUpdateSystem,20,301
CollisionSystem,20,7928
LowerBoundarySystem,20,56
TransformUpdateSystem,20,713
ScoreUpdateSystem,20,46
ClockCountdownSystem,20,105
FuelSystem,20,108
PeriodicGunSystem,20,89
AnimationSystem,20,251
ParticleSystem,20,37
RenderSystem,20,13726
PhysicsSystem,21,495
GenerationSystem,21,373
MovementUpdateSystem,21,260
CollisionSystem,21,5857
LowerBoundarySystem,21,70
TransformUpdateSystem,21,1091
ScoreUpdateSystem,21,46
ClockCountdownSystem,21,177
FuelSystem,21,141
PeriodicGunSystem,21,95
AnimationSystem,21,245
ParticleSystem,21,31
RenderSystem,21,13923
PhysicsSystem,22,370
GenerationSystem,22,423
MovementUpdateSystem,22,266
CollisionSystem,22,2981
LowerBoundarySystem,22,46
TransformUpdateSystem,22,688
ScoreUpdateSystem,22,41
ClockCountdownSystem,22,125
FuelSystem,22,1177
PeriodicGunSystem,22,143
AnimationSystem,22,255
ParticleSystem,22,36
RenderSystem,22,11154
PhysicsSystem,23,4628
GenerationSystem,23,463
MovementUpdateSystem,23,280
CollisionSystem,23,2903
LowerBoundarySystem,23,37
TransformUpdateSystem,23,768
ScoreUpdateSystem,23,38
ClockCountdownSystem,23,98
FuelSystem,23,110
PeriodicGunSystem,23,136
AnimationSystem,23,272
ParticleSystem,23,37
RenderSystem,23,13052
PhysicsSystem,24,426
GenerationSystem,24,548
MovementUpdateSystem,24,644
CollisionSystem,24,3229
LowerBoundarySystem,24,48
TransformUpdateSystem,24,1202
ScoreUpdateSystem,24,52
ClockCountdownSystem,24,532
FuelSystem,24,195
PeriodicGunSystem,24,129
AnimationSystem,24,1040
ParticleSystem,24,47
RenderSystem,24,7530
PhysicsSystem,25,457
GenerationSystem,25,659
MovementUpdateSystem,25,706
CollisionSystem,25,4759
LowerBoundarySystem,25,39
TransformUpdateSystem,25,1153
ScoreUpdateSystem,25,37
ClockCountdownSystem,25,97
FuelSystem,25,113
PeriodicGunSystem,25,93
AnimationSystem,25,372
ParticleSystem,25,35
RenderSystem,25,9547
PhysicsSystem,26,376
GenerationSystem,26,428
MovementUpdateSystem,26,283
CollisionSystem,26,3098
LowerBoundarySystem,26,42
TransformUpdateSystem,26,1123
ScoreUpdateSystem,26,44
ClockCountdownSystem,26,102
FuelSystem,26,110
PeriodicGunSystem,26,87
AnimationSystem,26,241
ParticleSystem,26,30
RenderSystem,26,12455
PhysicsSystem,27,853
GenerationSystem,27,731
MovementUpdateSystem,27,254
CollisionSystem,27,8211
LowerBoundarySystem,27,38
TransformUpdateSystem,27,678
ScoreUpdateSystem,27,39
ClockCountdownSystem,27,103
FuelSystem,27,106
PeriodicGunSystem,27,89
AnimationSystem,27,244
ParticleSystem,27,27
RenderSystem,27,9453
PhysicsSystem,28,391
GenerationSystem,28,456
MovementUpdateSystem,28,274
CollisionSystem,28,3035
LowerBoundarySystem,28,46
TransformUpdateSystem,28,750
ScoreUpdateSystem,28,49
ClockCountdownSystem,28,111
FuelSystem,28,122
PeriodicGunSystem,28,114
AnimationSystem,28,279
ParticleSystem,28,39
RenderSystem,28,15518
PhysicsSystem,29,389
GenerationSystem,29,471
MovementUpdateSystem,29,290
CollisionSystem,29,3242
LowerBoundarySystem,29,44
TransformUpdateSystem,29,687
ScoreUpdateSystem,29,44
ClockCountdownSystem,29,105
FuelSystem,29,107
PeriodicGunSystem,29,87
AnimationSystem,29,252
ParticleSystem,29,32
RenderSystem,29,7896
PhysicsSystem,30,375
GenerationSystem,30,408
MovementUpdateSystem,30,258
CollisionSystem,30,3411
LowerBoundarySystem,30,39
TransformUpdateSystem,30,677
ScoreUpdateSystem,30,63
ClockCountdownSystem,30,122
FuelSystem,30,128
PeriodicGunSystem,30,101
AnimationSystem,30,245
ParticleSystem,30,29
RenderSystem,30,6802
PhysicsSystem,31,618
GenerationSystem,31,405
MovementUpdateSystem,31,1047
CollisionSystem,31,17726
LowerBoundarySystem,31,46
TransformUpdateSystem,31,1446
ScoreUpdateSystem,31,913
ClockCountdownSystem,31,162
FuelSystem,31,196
PeriodicGunSystem,31,404
AnimationSystem,31,680
ParticleSystem,31,43
RenderSystem,31,10725
PhysicsSystem,32,362
GenerationSystem,32,382
MovementUpdateSystem,32,248
CollisionSystem,32,5186
LowerBoundarySystem,32,51
TransformUpdateSystem,32,968
ScoreUpdateSystem,32,41
ClockCountdownSystem,32,124
FuelSystem,32,155
PeriodicGunSystem,32,1114
AnimationSystem,32,1226
ParticleSystem,32,38
RenderSystem,32,9432
PhysicsSystem,33,404
GenerationSystem,33,484
MovementUpdateSystem,33,533
CollisionSystem,33,18039
LowerBoundarySystem,33,42
TransformUpdateSystem,33,730
ScoreUpdateSystem,33,36
ClockCountdownSystem,33,84
FuelSystem,33,102
PeriodicGunSystem,33,81
AnimationSystem,33,233
ParticleSystem,33,29
RenderSystem,33,30026
PhysicsSystem,34,482
GenerationSystem,34,836
MovementUpdateSystem,34,662
CollisionSystem,34,3327
LowerBoundarySystem,34,53
TransformUpdateSystem,34,1134
ScoreUpdateSystem,34,77
ClockCountdownSystem,34,243
FuelSystem,34,132
PeriodicGunSystem,34,88
AnimationSystem,34,682
ParticleSystem,34,33
RenderSystem,34,9461
PhysicsSystem,35,382
GenerationSystem,35,439
MovementUpdateSystem,35,269
CollisionSystem,35,15281
LowerBoundarySystem,35,52
TransformUpdateSystem,35,8163
ScoreUpdateSystem,35,51
ClockCountdownSystem,35,296
FuelSystem,35,161
PeriodicGunSystem,35,101
AnimationSystem,35,286
ParticleSystem,35,34
RenderSystem,35,7657
PhysicsSystem,36,392
GenerationSystem,36,454
MovementUpdateSystem,36,277
CollisionSystem,36,3745
LowerBoundarySystem,36,51
TransformUpdateSystem,36,783
ScoreUpdateSystem,36,46
ClockCountdownSystem,36,137
FuelSystem,36,116
PeriodicGunSystem,36,97
AnimationSystem,36,254
ParticleSystem,36,39
RenderSystem,36,8659
PhysicsSystem,37,398
GenerationSystem,37,430
MovementUpdateSystem,37,295
CollisionSystem,37,3382
LowerBoundarySystem,37,48
TransformUpdateSystem,37,3389
ScoreUpdateSystem,37,105
ClockCountdownSystem,37,136
FuelSystem,37,107
PeriodicGunSystem,37,89
AnimationSystem,37,245
ParticleSystem,37,33
RenderSystem,37,19224
PhysicsSystem,38,387
GenerationSystem,38,413
MovementUpdateSystem,38,264
CollisionSystem,38,3478
LowerBoundarySystem,38,43
TransformUpdateSystem,38,773
ScoreUpdateSystem,38,32
ClockCountdownSystem,38,84
FuelSystem,38,92
PeriodicGunSystem,38,73
AnimationSystem,38,225
ParticleSystem,38,31
RenderSystem,38,17918
PhysicsSystem,39,500
GenerationSystem,39,433
MovementUpdateSystem,39,298
CollisionSystem,39,3333
LowerBoundarySystem,39,51
TransformUpdateSystem,39,770
ScoreUpdateSystem,39,44
ClockCountdownSystem,39,103
FuelSystem,39,106
PeriodicGunSystem,39,112
AnimationSystem,39,287
ParticleSystem,39,45
RenderSystem,39,8766
PhysicsSystem,40,435
GenerationSystem,40,648
MovementUpdateSystem,40,281
CollisionSystem,40,4015
LowerBoundarySystem,40,52
TransformUpdateSystem,40,802
ScoreUpdateSystem,40,39
ClockCountdownSystem,40,94
FuelSystem,40,103
PeriodicGunSystem,40,81
AnimationSystem,40,242
ParticleSystem,40,38
RenderSystem,40,13622
PhysicsSystem,41,484
GenerationSystem,41,688
MovementUpdateSystem,41,278
CollisionSystem,41,5985
LowerBoundarySystem,41,47
TransformUpdateSystem,41,962
ScoreUpdateSystem,41,39
ClockCountdownSystem,41,112
FuelSystem,41,115
PeriodicGunSystem,41,625
AnimationSystem,41,361
ParticleSystem,41,52
RenderSystem,41,13171
PhysicsSystem,42,396
GenerationSystem,42,439
MovementUpdateSystem,42,2788
CollisionSystem,42,17510
LowerBoundarySystem,42,44
TransformUpdateSystem,42,5827
ScoreUpdateSystem,42,47
ClockCountdownSystem,42,701
FuelSystem,42,198
PeriodicGunSystem,42,111
AnimationSystem,42,343
ParticleSystem,42,33
RenderSystem,42,16305
PhysicsSystem,43,396
GenerationSystem,43,435
MovementUpdateSystem,43,254
CollisionSystem,43,3358
LowerBoundarySystem,43,46
TransformUpdateSystem,43,915
ScoreUpdateSystem,43,59
ClockCountdownSystem,43,116
FuelSystem,43,116
PeriodicGunSystem,43,129
AnimationSystem,43,249
ParticleSystem,43,26
RenderSystem,43,8127
PhysicsSystem,44,401
GenerationSystem,44,501
MovementUpdateSystem,44,284
CollisionSystem,44,6242
LowerBoundarySystem,44,47
TransformUpdateSystem,44,867
ScoreUpdateSystem,44,65
ClockCountdownSystem,44,151
FuelSystem,44,164
PeriodicGunSystem,44,188
AnimationSystem,44,343
ParticleSystem,44,39
RenderSystem,44,16148
PhysicsSystem,45,6457
GenerationSystem,45,446
MovementUpdateSystem,45,322
CollisionSystem,45,4572
LowerBoundarySystem,45,46
TransformUpdateSystem,45,1652
ScoreUpdateSystem,45,45
ClockCountdownSystem,45,110
FuelSystem,45,148
PeriodicGunSystem,45,92
AnimationSystem,45,257
ParticleSystem,45,33
RenderSystem,45,16947
PhysicsSystem,46,433
GenerationSystem,46,403
MovementUpdateSystem,46,286
CollisionSystem,46,6809
LowerBoundarySystem,46,38
TransformUpdateSystem,46,743
ScoreUpdateSystem,46,40
ClockCountdownSystem,46,113
FuelSystem,46,113
PeriodicGunSystem,46,89
AnimationSystem,46,511
ParticleSystem,46,37
RenderSystem,46,12135
PhysicsSystem,47,437
GenerationSystem,47,953
MovementUpdateSystem,47,280
CollisionSystem,47,6176
LowerBoundarySystem,47,788
TransformUpdateSystem,47,1165
ScoreUpdateSystem,47,38
ClockCountdownSystem,47,110
FuelSystem,47,115
PeriodicGunSystem,47,92
AnimationSystem,47,354
ParticleSystem,47,38
RenderSystem,47,12509
PhysicsSystem,48,397
GenerationSystem,48,406
MovementUpdateSystem,48,272
CollisionSystem,48,4578
LowerBoundarySystem,48,48
TransformUpdateSystem,48,788
ScoreUpdateSystem,48,36
ClockCountdownSystem,48,105
FuelSystem,48,113
PeriodicGunSystem,48,94
AnimationSystem,48,259
ParticleSystem,48,70
RenderSystem,48,7897
PhysicsSystem,49,380
GenerationSystem,49,457
MovementUpdateSystem,49,256
CollisionSystem,49,5911
LowerBoundarySystem,49,41
TransformUpdateSystem,49,723
ScoreUpdateSystem,49,30
ClockCountdownSystem,49,82
FuelSystem,49,95
PeriodicGunSystem,49,75
AnimationSystem,49,223
ParticleSystem,49,30
RenderSystem,49,20580
PhysicsSystem,50,385
GenerationSystem,50,408
MovementUpdateSystem,50,247
CollisionSystem,50,6279
LowerBoundarySystem,50,37
TransformUpdateSystem,50,734
ScoreUpdateSystem,50,40
ClockCountdownSystem,50,100
FuelSystem,50,104
PeriodicGunSystem,50,1817
AnimationSystem,50,3853
ParticleSystem,50,103
RenderSystem,50,19128
PhysicsSystem,51,422
GenerationSystem,51,983
MovementUpdateSystem,51,290
CollisionSystem,51,3547
LowerBoundarySystem,51,50
TransformUpdateSystem,51,863
ScoreUpdateSystem,51,48
ClockCountdownSystem,51,119
FuelSystem,51,138
PeriodicGunSystem,51,144
AnimationSystem,51,301
ParticleSystem,51,48
RenderSystem,51,10290
PhysicsSystem,52,481
GenerationSystem,52,569
MovementUpdateSystem,52,457
CollisionSystem,52,5683
LowerBoundarySystem,52,44
TransformUpdateSystem,52,769
ScoreUpdateSystem,52,52
ClockCountdownSystem,52,111
FuelSystem,52,113
PeriodicGunSystem,52,96
AnimationSystem,52,255
ParticleSystem,52,35
RenderSystem,52,8404
PhysicsSystem,53,403
GenerationSystem,53,583
MovementUpdateSystem,53,298
CollisionSystem,53,3330
LowerBoundarySystem,53,48
TransformUpdateSystem,53,996
ScoreUpdateSystem,53,39
ClockCountdownSystem,53,119
FuelSystem,53,108
PeriodicGunSystem,53,89
AnimationSystem,53,237
ParticleSystem,53,31
RenderSystem,53,11493
PhysicsSystem,54,398
GenerationSystem,54,394
MovementUpdateSystem,54,240
CollisionSystem,54,7877
LowerBoundarySystem,54,51
TransformUpdateSystem,54,1112
ScoreUpdateSystem,54,38
ClockCountdownSystem,54,101
FuelSystem,54,112
PeriodicGunSystem,54,105
AnimationSystem,54,281
ParticleSystem,54,30
RenderSystem,54,21051
PhysicsSystem,55,380
GenerationSystem,55,685
MovementUpdateSystem,55,5516
CollisionSystem,55,4010
LowerBoundarySystem,55,45
TransformUpdateSystem,55,770
ScoreUpdateSystem,55,44
ClockCountdownSystem,55,103
FuelSystem,55,104
PeriodicGunSystem,55,87
AnimationSystem,55,248
ParticleSystem,55,33
RenderSystem,55,16640
PhysicsSystem,56,385
GenerationSystem,56,426
MovementUpdateSystem,56,314
CollisionSystem,56,4991
LowerBoundarySystem,56,61
TransformUpdateSystem,56,808
ScoreUpdateSystem,56,41
ClockCountdownSystem,56,126
FuelSystem,56,112
PeriodicGunSystem,56,94
AnimationSystem,56,288
ParticleSystem,56,35
RenderSystem,56,8287
PhysicsSystem,57,508
GenerationSystem,57,704
MovementUpdateSystem,57,301
CollisionSystem,57,3390
LowerBoundarySystem,57,53
TransformUpdateSystem,57,755
ScoreUpdateSystem,57,45
ClockCountdownSystem,57,113
FuelSystem,57,113
PeriodicGunSystem,57,91
AnimationSystem,57,243
ParticleSystem,57,32
RenderSystem,57,7142
PhysicsSystem,58,395
GenerationSystem,58,794
MovementUpdateSystem,58,353
CollisionSystem,58,9038
LowerBoundarySystem,58,83
TransformUpdateSystem,58,1236
ScoreUpdateSystem,58,36
ClockCountdownSystem,58,105
FuelSystem,58,113
PeriodicGunSystem,58,712
AnimationSystem,58,277
ParticleSystem,58,33
RenderSystem,58,16415
PhysicsSystem,59,514
GenerationSystem,59,594
MovementUpdateSystem,59,281
CollisionSystem,59,9092
LowerBoundarySystem,59,45
TransformUpdateSystem,59,805
ScoreUpdateSystem,59,45
ClockCountdownSystem,59,104
FuelSystem,59,106
PeriodicGunSystem,59,92
AnimationSystem,59,282
ParticleSystem,59,31
RenderSystem,59,7718
PhysicsSystem,60,545
GenerationSystem,60,593
MovementUpdateSystem,60,401
CollisionSystem,60,6733
LowerBoundarySystem,60,48
TransformUpdateSystem,60,830
ScoreUpdateSystem,60,52
ClockCountdownSystem,60,151
FuelSystem,60,127
PeriodicGunSystem,60,106
AnimationSystem,60,291
ParticleSystem,60,50
RenderSystem,60,8966
PhysicsSystem,61,518
GenerationSystem,61,455
MovementUpdateSystem,61,311
CollisionSystem,61,3525
LowerBoundarySystem,61,44
TransformUpdateSystem,61,1610
ScoreUpdateSystem,61,51
ClockCountdownSystem,61,165
FuelSystem,61,299
PeriodicGunSystem,61,114
AnimationSystem,61,927
ParticleSystem,61,40
RenderSystem,61,7372
PhysicsSystem,62,412
GenerationSystem,62,484
MovementUpdateSystem,62,292
CollisionSystem,62,5207
LowerBoundarySystem,62,54
TransformUpdateSystem,62,832
ScoreUpdateSystem,62,51
ClockCountdownSystem,62,115
FuelSystem,62,119
PeriodicGunSystem,62,100
AnimationSystem,62,253
ParticleSystem,62,34
RenderSystem,62,7881
PhysicsSystem,63,429
GenerationSystem,63,492
MovementUpdateSystem,63,290
CollisionSystem,63,3601
LowerBoundarySystem,63,48
TransformUpdateSystem,63,1118
ScoreUpdateSystem,63,47
ClockCountdownSystem,63,120
FuelSystem,63,191
PeriodicGunSystem,63,154
AnimationSystem,63,283
ParticleSystem,63,39
RenderSystem,63,8931
PhysicsSystem,64,443
GenerationSystem,64,563
MovementUpdateSystem,64,419
CollisionSystem,64,5625
LowerBoundarySystem,64,44
TransformUpdateSystem,64,1005
ScoreUpdateSystem,64,84
ClockCountdownSystem,64,142
FuelSystem,64,114
PeriodicGunSystem,64,105
AnimationSystem,64,404
ParticleSystem,64,76
RenderSystem,64,10347
PhysicsSystem,65,485
GenerationSystem,65,1144
MovementUpdateSystem,65,265
CollisionSystem,65,3793
LowerBoundarySystem,65,229
TransformUpdateSystem,65,1949
ScoreUpdateSystem,65,44
ClockCountdownSystem,65,102
FuelSystem,65,111
PeriodicGunSystem,65,83
AnimationSystem,65,276
ParticleSystem,65,31
RenderSystem,65,7980
PhysicsSystem,66,529
GenerationSystem,66,469
MovementUpdateSystem,66,272
CollisionSystem,66,4731
LowerBoundarySystem,66,41
TransformUpdateSystem,66,1278
ScoreUpdateSystem,66,45
ClockCountdownSystem,66,106
FuelSystem,66,185
PeriodicGunSystem,66,105
AnimationSystem,66,400
ParticleSystem,66,40
RenderSystem,66,9172
PhysicsSystem,67,432
GenerationSystem,67,487
MovementUpdateSystem,67,782
CollisionSystem,67,4076
LowerBoundarySystem,67,52
TransformUpdateSystem,67,1003
ScoreUpdateSystem,67,54
ClockCountdownSystem,67,110
FuelSystem,67,124
PeriodicGunSystem,67,97
AnimationSystem,67,253
ParticleSystem,67,34
RenderSystem,67,8054
PhysicsSystem,68,561
GenerationSystem,68,960
MovementUpdateSystem,68,297
CollisionSystem,68,5000
LowerBoundarySystem,68,44
TransformUpdateSystem,68,939
ScoreUpdateSystem,68,43
ClockCountdownSystem,68,114
FuelSystem,68,115
PeriodicGunSystem,68,121
AnimationSystem,68,290
ParticleSystem,68,30
RenderSystem,68,7825
PhysicsSystem,69,528
GenerationSystem,69,601
MovementUpdateSystem,69,302
CollisionSystem,69,4906
LowerBoundarySystem,69,47
TransformUpdateSystem,69,1142
ScoreUpdateSystem,69,64
ClockCountdownSystem,69,128
FuelSystem,69,117
PeriodicGunSystem,69,90
AnimationSystem,69,277
ParticleSystem,69,32
RenderSystem,69,9932
PhysicsSystem,70,473
GenerationSystem,70,1000
MovementUpdateSystem,70,305
CollisionSystem,70,6465
LowerBoundarySystem,70,38
TransformUpdateSystem,70,825
ScoreUpdateSystem,70,35
ClockCountdownSystem,70,98
FuelSystem,70,139
PeriodicGunSystem,70,97
AnimationSystem,70,256
ParticleSystem,70,36
RenderSystem,70,11625
PhysicsSystem,71,661
GenerationSystem,71,486
MovementUpdateSystem,71,277
CollisionSystem,71,4175
LowerBoundarySystem,71,775
TransformUpdateSystem,71,1217
ScoreUpdateSystem,71,40
ClockCountdownSystem,71,121
FuelSystem,71,136
PeriodicGunSystem,71,288
AnimationSystem,71,335
ParticleSystem,71,40
RenderSystem,71,9031
PhysicsSystem,72,415
GenerationSystem,72,724
MovementUpdateSystem,72,473
CollisionSystem,72,7349
LowerBoundarySystem,72,64
TransformUpdateSystem,72,1195
ScoreUpdateSystem,72,41
ClockCountdownSystem,72,99
FuelSystem,72,107
PeriodicGunSystem,72,91
AnimationSystem,72,256
ParticleSystem,72,34
RenderSystem,72,9739
PhysicsSystem,73,466
GenerationSystem,73,1219
MovementUpdateSystem,73,277
CollisionSystem,73,4821
LowerBoundarySystem,73,55
TransformUpdateSystem,73,1350
ScoreUpdateSystem,73,50
ClockCountdownSystem,73,110
FuelSystem,73,110
PeriodicGunSystem,73,84
AnimationSystem,73,238
ParticleSystem,73,29
RenderSystem,73,9804
PhysicsSystem,74,538
GenerationSystem,74,495
MovementUpdateSystem,74,305
CollisionSystem,74,5655
LowerBoundarySystem,74,41
TransformUpdateSystem,74,818
ScoreUpdateSystem,74,35
ClockCountdownSystem,74,92
FuelSystem,74,93
PeriodicGunSystem,74,119
AnimationSystem,74,244
ParticleSystem,74,26
RenderSystem,74,9068
PhysicsSystem,75,425
GenerationSystem,75,489
MovementUpdateSystem,75,281
CollisionSystem,75,6003
LowerBoundarySystem,75,45
TransformUpdateSystem,75,1286
ScoreUpdateSystem,75,75
ClockCountdownSystem,75,160
FuelSystem,75,122
PeriodicGunSystem,75,101
AnimationSystem,75,1246
ParticleSystem,75,37
RenderSystem,75,9276
PhysicsSystem,76,413
GenerationSystem,76,727
MovementUpdateSystem,76,512
CollisionSystem,76,4572
LowerBoundarySystem,76,47
TransformUpdateSystem,76,848
ScoreUpdateSystem,76,39
ClockCountdownSystem,76,103
FuelSystem,76,115
PeriodicGunSystem,76,87
AnimationSystem,76,239
ParticleSystem,76,31
RenderSystem,76,13169
PhysicsSystem,77,706
GenerationSystem,77,692
MovementUpdateSystem,77,259
CollisionSystem,77,6929
LowerBoundarySystem,77,58
TransformUpdateSystem,77,981
ScoreUpdateSystem,77,43
ClockCountdownSystem,77,140
FuelSystem,77,115
PeriodicGunSystem,77,90
AnimationSystem,77,258
ParticleSystem,77,33
RenderSystem,77,9368
PhysicsSystem,78,657
GenerationSystem,78,486
MovementUpdateSystem,78,346
CollisionSystem,78,5159
LowerBoundarySystem,78,43
TransformUpdateSystem,78,959
ScoreUpdateSystem,78,42
ClockCountdownSystem,78,112
FuelSystem,78,117
PeriodicGunSystem,78,100
AnimationSystem,78,258
ParticleSystem,78,33
RenderSystem,78,13553
PhysicsSystem,79,406
GenerationSystem,79,1090
